date,holiday_name,type
2023-07-27,Tisha B'Av,Jewish holiday
2023-07-27,Korean War Veteran Recognition Day,State Observance
2023-07-27,National Korean War Veterans Armistice Day,Observance
2023-07-28,Ashura,Muslim
2023-07-28,World Hepatitis Day,United Nations observance
2023-07-30,International Day of Friendship,United Nations observance
2023-07-30,World Day Against Trafficking in Persons,United Nations observance
2023-08-01,Colorado Day,State Observance
2023-08-04,Coast Guard Birthday,Observance
2023-08-04,Barack Obama Day,Observance
2023-08-06,American Family Day,State Holiday
2023-08-07,Purple Heart Day,State Observance
2023-08-07,Purple Heart Day,Observance
2023-08-09,International Day of the World's Indigenous People,United Nations observance
2023-08-12,International Youth Day,United Nations observance
2023-08-14,Victory Day,State Holiday
2023-08-15,Assumption of Mary,Christian
2023-08-16,Bennington Battle Day,State Holiday
2023-08-18,Hawaii Statehood Day,State Holiday
2023-08-19,World Humanitarian Day,United Nations observance
2023-08-19,National Aviation Day,Observance
2023-08-20,National Navajo Code Talkers Day,State Holiday
2023-08-20,National Senior Citizens Day,Observance
2023-08-21,International Day of Remembrance of and Tribute to the Victims of Terrorism,United Nations observance
2023-08-22,International Day Commemorating the Victims of Acts of Violence Based on Religion or Belief,United Nations observance
2023-08-23,International Day for the Remembrance of the Slave Trade and its Abolition,United Nations observance
2023-08-26,Susan B. Anthony Day,State Observance
2023-08-26,Women's Equality Day,Observance
2023-08-27,Lyndon Baines Johnson Day,State Holiday
2023-08-29,International Day against Nuclear Tests,United Nations observance
2023-08-30,Raksha Bandhan,Hindu Holiday
2023-08-30,International Day of the Victims of Enforced Disappearances,United Nations observance
2023-08-31,International Day for People of African Descent,United Nations observance
2023-08-31,International Overdose Awareness Day,Worldwide observance
2023-09-04,World Sexual Health Day,Worldwide observance
2023-09-04,Labor Day,State Holiday
2023-09-04,Labor Day,Federal Holiday
2023-09-05,International Day of Charity,United Nations observance
2023-09-06,Janmashtami,Hindu Holiday
2023-09-07,International Day of Clean Air for Blue Skies,United Nations observance
2023-09-07,Still's Disease Awareness Day,Worldwide observance
2023-09-08,International Literacy Day,United Nations observance
2023-09-09,International Day to Protect Education from Attack,United Nations observance
2023-09-09,Carl Garner Federal Lands Cleanup Day,Observance
2023-09-09,Native American Day,State Observance
2023-09-09,California Admission Day,State Holiday
2023-09-10,World Suicide Prevention Day,Worldwide observance
2023-09-10,National Grandparents Day,Observance
2023-09-11,First Responders Day,State Observance
2023-09-11,Patriot Day,Observance
2023-09-11,Patriot Day,State Observance
2023-09-12,International Day for South-South Cooperation,United Nations observance
2023-09-13,International Programmers' Day,Worldwide observance
2023-09-15,International Day of Democracy,United Nations observance
2023-09-15,First Day of National Hispanic Heritage Month,Annual Monthly Observance
2023-09-15,National POW/MIA Recognition Day,Observance
2023-09-16,Rosh Hashana,Jewish holiday
2023-09-16,International Day for the Preservation of the Ozone Layer,United Nations observance
2023-09-16,Rosh Hashana,State Holiday
2023-09-17,World Patient Safety Day,United Nations observance
2023-09-17,Constitution Day and Citizenship Day,Observance
2023-09-17,Constitution Commemoration Day,State Holiday
2023-09-18,Ganesh Chaturthi,Hindu Holiday
2023-09-18,International Equal Pay Day,United Nations observance
2023-09-18,Air Force Birthday,Observance
2023-09-18,Constitution Day and Citizenship Day observed,Observance
2023-09-21,International Day of Peace,United Nations observance
2023-09-22,Emancipation Day,Local observance
2023-09-22,Native American Day,State Observance
2023-09-22,Michigan Indian Day,State Observance
2023-09-23,International Day of Sign Languages,United Nations observance
2023-09-23,International Celebrate Bisexuality Day,Worldwide observance
2023-09-23,Public Lands Day,State Observance
2023-09-23,National Public Lands Day,Observance
2023-09-23,September Equinox,Season
2023-09-24,Gold Star Mother's Day,Observance
2023-09-25,Yom Kippur,Jewish holiday
2023-09-25,American Indian Day,State Observance
2023-09-25,Yom Kippur,State Holiday
2023-09-26,International Day for the Total Elimination of Nuclear Weapons,United Nations observance
2023-09-27,World Tourism Day,United Nations observance
2023-09-28,The Prophet's Birthday,Muslim
2023-09-28,World Maritime Day,United Nations observance
2023-09-28,International Day for Universal Access to Information,United Nations observance
2023-09-28,World Rabies Day,Worldwide observance
2023-09-29,International Day of Awareness of Food Loss and Waste,United Nations observance
2023-09-29,World Heart Day,Worldwide observance
2023-09-29,American Indian Heritage Day,State Observance
2023-09-30,First Day of Sukkot,Jewish holiday
2023-09-30,International Translation Day,United Nations observance
2023-10-01,International Day of Older Persons,United Nations observance
2023-10-01,World Vegetarian Day,Worldwide observance
2023-10-02,World Habitat Day,United Nations observance
2023-10-02,International Day of Non-Violence,United Nations observance
2023-10-02,Frances Xavier Cabrini Day,State Holiday
2023-10-02,Child Health Day,Observance
2023-10-04,Feast of St Francis of Assisi,Christian
2023-10-05,World Teachers' Day,United Nations observance
2023-10-06,Last Day of Sukkot,Jewish holiday
2023-10-06,World Cerebral Palsy Day,Worldwide observance
2023-10-06,German American Day,Observance
2023-10-07,Shmini Atzeret,Jewish holiday
2023-10-08,Simchat Torah,Jewish holiday
2023-10-08,Chicago Marathon (Tentative Date),Sporting event
2023-10-09,World Post Day,United Nations observance
2023-10-09,Leif Erikson Day,Observance
2023-10-09,Leif Erikson Day,Local observance
2023-10-09,Columbus Day,State Holiday
2023-10-09,Columbus Day,State Legal Holiday
2023-10-09,Columbus Day,Federal Holiday
2023-10-09,Fraternal Day,State Holiday
2023-10-09,Yorktown Victory Day,State Holiday
2023-10-09,Discoverers’ Day,State Observance
2023-10-09,Native American Day,State Observance
2023-10-09,Native American Day,State Holiday
2023-10-09,Indigenous People's Day,State Observance
2023-10-09,Indigenous People's Day (Tentative Date),State Observance
2023-10-09,Indigenous People's Day,State Holiday
2023-10-09,American Indian Heritage Day,State Holiday
2023-10-10,World Mental Health Day,United Nations observance
2023-10-11,International Day for Natural Disaster Reduction,United Nations observance
2023-10-11,International Day of the Girl Child,United Nations observance
2023-10-11,Casimir Pulaski Day,State Observance
2023-10-12,World Spanish Language Day,United Nations observance
2023-10-12,World Sight Day,Worldwide observance
2023-10-13,Friday the 13th,Worldwide observance
2023-10-13,Navy Birthday,Observance
2023-10-14,Robert E. Lee's Birthday,State Observance
2023-10-15,Navratri,Hindu Holiday
2023-10-15,International Day of Rural Women,United Nations observance
2023-10-15,White Cane Safety Day,Observance
2023-10-16,World Food Day,United Nations observance
2023-10-16,Boss's Day,Observance
2023-10-17,International Day for the Eradication of Poverty,United Nations observance
2023-10-18,Alaska Day,State Holiday
2023-10-21,Sweetest Day,Observance
2023-10-23,Dussehra,Hindu Holiday
2023-10-24,United Nations Day,United Nations observance
2023-10-24,World Development Information Day,United Nations observance
2023-10-27,World Day for Audiovisual Heritage,United Nations observance
2023-10-27,Nevada Day,State Holiday
2023-10-29,World Stroke Day,Worldwide observance
2023-10-31,World Cities Day,United Nations observance
2023-10-31,Halloween,Observance
2023-11-01,All Saints' Day,Christian
2023-11-01,World Vegan Day,Worldwide observance
2023-11-01,First Day of Native American Heritage Month,Annual Monthly Observance
2023-11-02,All Souls' Day,Christian
2023-11-02,International Day to End Impunity for Crimes against Journalists,United Nations observance
2023-11-05,World Tsunami Awareness Day,United Nations observance
2023-11-05,New York City Marathon,Sporting event
2023-11-05,Daylight Saving Time ends,Clock change/Daylight Saving Time
2023-11-06,International Day for Preventing the Exploitation of the Environment in War and Armed Conflict,United Nations observance
2023-11-07,Election Day,Observance
2023-11-07,Election Day,State Holiday
2023-11-10,World Science Day for Peace and Development,United Nations observance
2023-11-10,Marine Corps Birthday,Observance
2023-11-10,Veterans Day (substitute),Federal Holiday
2023-11-10,Veterans Day (substitute),State Holiday
2023-11-11,Veterans Day,Federal Holiday
2023-11-11,Veterans Day,State Holiday
2023-11-11,Veterans Day,State Holiday
2023-11-12,Diwali/Deepavali,Hindu Holiday
2023-11-12,World Pneumonia Day,Worldwide observance
2023-11-13,Barack Obama Day,Local observance
2023-11-13,Veterans' Day/Armistice Day (substitute),State Holiday
2023-11-14,World Diabetes Day,United Nations observance
2023-11-16,International Day for Tolerance,United Nations observance
2023-11-16,World Philosophy Day,United Nations observance
2023-11-17,World Prematurity Day,Worldwide observance
2023-11-19,World Day of Remembrance for Road Traffic Victims,United Nations observance
2023-11-19,World Toilet Day,United Nations observance
2023-11-19,International Men's Day,Worldwide observance
2023-11-19,George Rogers Clark Day,State Observance
2023-11-20,Universal Children's Day,United Nations observance
2023-11-20,Africa Industrialization Day,United Nations observance
2023-11-20,Transgender Day of Remembrance,Worldwide observance
2023-11-21,World Television Day,United Nations observance
2023-11-23,Thanksgiving Day,Federal Holiday
2023-11-23,Thanksgiving Day,State Holiday
2023-11-24,State Holiday,State Holiday
2023-11-24,Presidents' Day,State Holiday
2023-11-24,Lincoln's Birthday/Lincoln's Day,State Holiday
2023-11-24,Day After Thanksgiving,State Holiday
2023-11-24,Black Friday,Observance
2023-11-24,American Indian Heritage Day,State Holiday
2023-11-24,Native American Heritage Day,State Holiday
2023-11-24,Native American Heritage Day,Observance
2023-11-25,International Day for the Elimination of Violence against Women,United Nations observance
2023-11-27,Cyber Monday,Observance
2023-11-28,Giving Tuesday,Observance
2023-11-29,International Day of Solidarity with the Palestinian People,United Nations observance
2023-11-29,Nellie Tayloe Ross's Birthday,State Observance
2023-11-30,Day of Remembrance for all Victims of Chemical Warfare,United Nations observance
2023-12-01,World AIDS Day,United Nations observance
2023-12-01,Rosa Parks Day,State Observance
2023-12-01,Rosa Parks Day,Local observance
2023-12-02,International Day for the Abolition of Slavery,United Nations observance
2023-12-03,First Sunday of Advent,Christian
2023-12-03,International Day of Persons with Disabilities,United Nations observance
2023-12-04,International Day of Banks,United Nations observance
2023-12-05,International Volunteer Day for Economic and Social Development,United Nations observance
2023-12-05,World Soil Day,United Nations observance
2023-12-06,St Nicholas Day,Observance
2023-12-07,International Civil Aviation Day,United Nations observance
2023-12-07,Pearl Harbor Remembrance Day,State Observance
2023-12-07,Pearl Harbor Remembrance Day,Observance
2023-12-07,Delaware Day,State Observance
2023-12-08,Feast of the Immaculate Conception,Christian
2023-12-08,Chanukah/Hanukkah (first day),Jewish holiday
2023-12-09,International Anti-Corruption Day,United Nations observance
2023-12-09,World Genocide Commemoration Day,United Nations observance
2023-12-10,Human Rights Day,United Nations observance
2023-12-10,Wyoming Day,State Observance
2023-12-11,International Mountain Day,United Nations observance
2023-12-12,International Day of Neutrality,United Nations observance
2023-12-12,International Universal Health Coverage Day,United Nations observance
2023-12-12,Feast of Our Lady of Guadalupe,Christian
2023-12-13,National Guard Birthday,Observance
2023-12-15,Last Day of Chanukah,Jewish holiday
2023-12-15,Bill of Rights Day,Observance
2023-12-17,Pan American Aviation Day,Observance
2023-12-17,Wright Brothers Day,Observance
2023-12-18,International Migrants Day,United Nations observance
2023-12-18,Arabic Language Day,United Nations observance
2023-12-20,International Human Solidarity Day,United Nations observance
2023-12-21,December Solstice,Season
2023-12-22,Asarah B'Tevet,Jewish holiday
2023-12-24,Christmas Eve,State Holiday
2023-12-24,Christmas Eve,"Observance, Christian"
2023-12-25,Christmas Day,State Holiday
2023-12-25,Christmas Day,Federal Holiday
2023-12-25,Christmas Eve observed,State Holiday
